classname;" ""numberOfBugs""";" ""CvsEntropy"" ";" ""CvsWEntropy"" ";" ""CvsLinEntropy"" ";" ""CvsLogEntropy"" ";" ""CvsExpEntropy"""
org::eclipse::pde::internal::core::schema::SchemaElementHandler;0;382.071; 0.00517985 ; 0.0134045 ; 0.112153 ; 0.0319774
org::eclipse::pde::internal::ui::editor::contentassist::XMLInsertionComputer;0;102.464; 0.075869 ; 0.0309427 ; 0.289839 ; 0.0531628
org::eclipse::pde::internal::core::variables::TargetOSArchVariableResolver;0;177.712;1.17E+01; 0.00961856 ; 0.0609203 ; 0.0309529
org::eclipse::pde::internal::ui::editor::GenericSourcePage;0;923.472; 0.00775232 ; 0.0220921 ; 0.241801 ; 0.0367513
org::eclipse::pde::internal::ui::editor::FormOutlinePage;0;197.652; 0.0496991 ; 0.0408245 ; 0.500969 ; 0.0477095
org::eclipse::pde::internal::core::exports::PluginExportOperation;0;323.696; 0.0103546 ; 0.0137275 ; 0.101805 ; 0.0355765
org::eclipse::pde::internal::ui::editor::PDEDropAdapter;0;176.682; 0.00122215 ; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::commands::CommandView;0;457.426; 0.00349589 ; 0.0157901 ; 0.133715 ; 0.0362297
org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpDocumentHandler;0;0;0;0;0;0
org::eclipse::pde::internal::ui::editor::text::BasePDEScanner;0;326.332; 0.02535 ; 0.0121046 ; 0.0964264 ; 0.0340244
org::eclipse::pde::internal::runtime::spy::SpyIDEUtil;0;505.758; 0.0182673 ; 0.0313161 ; 0.180782 ; 0.10687
org::eclipse::pde::internal::core::cheatsheet::comp::CompCS;0;612.275; 0.00653064 ; 0.020705 ; 0.179163 ; 0.04143
org::eclipse::pde::internal::ui::editor::plugin::JarSelectionValidator;0;931.549; 0.00598493 ; 0.0210053 ; 0.239474 ; 0.0352678
org::eclipse::pde::internal::runtime::registry::ParentAdapter;0;0;0;0;0;0
org::eclipse::pde::internal::ui::parts::FormEntry;0;187.155; 0.0923441 ; 0.0386882 ; 0.473389 ; 0.0476152
org::eclipse::pde::internal::core::schema::SchemaDescriptor;0;780.551; 0.00553249 ; 0.0176486 ; 0.200341 ; 0.0314537
org::eclipse::pde::internal::ui::wizards::exports::AntGeneratingExportWizard;1;608.968; 0.201236 ; 0.036309 ; 0.205786 ; 0.10913
org::eclipse::pde::internal::core::feature::FeatureInstallHandler;0;54.727; 0.00869213 ; 0.0136179 ; 0.142564 ; 0.0309933
org::eclipse::pde::internal::core::text::NodeDocumentHandler;0;38.069; 0.0294367 ; 0.0166294 ; 0.12122 ; 0.0433682
org::eclipse::ui::internal::views::log::LogView;7;130.688; 0.393324 ; 0.13859 ; 0.593991 ; 0.403804
org::eclipse::pde::internal::ui::editor::SystemFileMarkerAnnotationModel;0;700.075; 0.0376037 ; 0.01696 ; 0.182272 ; 0.0343634
org::eclipse::pde::internal::core::text::DocumentNodeFactory;0;38.069; 0.0164865 ; 0.0166294 ; 0.12122 ; 0.0433682
org::eclipse::pde::internal::ui::editor::plugin::PackageSelectionDialog;0;17.842; 0.0237447 ; 0.0357579 ; 0.446948 ; 0.0452928
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::actions::CompCSAddTaskAction;0;31.496; 0.00167152 ; 0.0143462 ; 0.101419 ; 0.0398337
org::eclipse::pde::internal::ui::editor::feature::DataPortabilitySection;0;851.102; 0.0154047 ; 0.0216282 ; 0.225648 ; 0.0401432
org::eclipse::pde::internal::core::site::SiteFeature;0;814.056; 0.00670645 ; 0.0177707 ; 0.206728 ; 0.031407
org::eclipse::pde::internal::ui::editor::target::EnvironmentSection;1;957.998; 0.0674326 ; 0.0291849 ; 0.2679 ; 0.063506
org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewComparator;0;320.019; 0.00215627 ; 0.01392 ; 0.101264 ; 0.0376601
org::eclipse::pde::internal::ui::wizards::feature::BasePluginListPage;0;804.434; 0.00534711 ; 0.0180291 ; 0.205054 ; 0.0343696
org::eclipse::pde::internal::ui::editor::site::SiteInputContextManager;0;464.887; 0.00236185 ; 0.00622749 ; 0.107619 ;4.28E+01
org::eclipse::pde::internal::ui::editor::build::BuildSourcePage;1;139.484; 0.0308673 ; 0.0325538 ; 0.363242 ; 0.0500639
org::eclipse::pde::internal::core::plugin::AttributeChangedEvent;0;795.718; 0.00345971 ; 0.0178621 ; 0.203899 ; 0.0314667
org::eclipse::pde::internal::ui::util::PixelConverter;0;747.927; 0.00384683 ; 0.0178894 ; 0.194515 ; 0.0345277
org::eclipse::pde::ui::launcher::PDESourcePathProvider;0;626.191; 0.0310588 ; 0.021583 ; 0.184027 ; 0.0450535
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSIntroductionTextListener;0;482.617; 0.0169117 ; 0.0189773 ; 0.148137 ; 0.0447448
org::eclipse::pde::internal::ui::templates::Activator;0;156.044; 0.00133023 ; 0.00803114 ; 0.0525856 ; 0.0247077
org::eclipse::pde::internal::ui::editor::feature::InfoFormPage;0;110.669; 0.0111361 ; 0.0264468 ; 0.289658 ; 0.0430933
org::eclipse::pde::internal::ui::editor::plugin::CreateManifestOperation;0;166.139; 0.027919 ; 0.0408209 ; 0.43976 ; 0.0638822
org::eclipse::pde::internal::ui::elements::DefaultContentProvider;0;565.358; 0.00474994 ; 0.0076904 ; 0.13134 ;5.87E+01
org::eclipse::pde::internal::ui::util::FileExtensionsFilter;0;176.682;5.74E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::wizards::product::SynchronizationOperation;1;166.315; 0.0193062 ; 0.0381928 ; 0.430581 ; 0.0600897
org::eclipse::pde::internal::ui::editor::validation::ControlValidationUtility;0;32.591; 0.00533646 ; 0.0141379 ; 0.10306 ; 0.0380458
org::eclipse::pde::internal::ui::util::PDEJavaHelperUI;0;436.826; 0.0124601 ; 0.0285572 ; 0.159775 ; 0.10271
org::eclipse::pde::internal::ui::editor::build::BuildInputContext;1;127.082; 0.0161854 ; 0.0240224 ; 0.312137 ; 0.0346074
org::eclipse::pde::internal::core::feature::FeatureData;0;845.689; 0.0293872 ; 0.0215909 ; 0.224389 ; 0.0420471
org::eclipse::pde::internal::ui::tests::macro::CheckCommand;0;597.053; 0.00823911 ; 0.0177353 ; 0.165989 ; 0.0373304
org::eclipse::pde::internal::ui::editor::toc::HelpEditorUtil;0;0;0;0;0;0
org::eclipse::pde::internal::core::plugin::Extensions;0;132.919; 0.0367196 ; 0.0336411 ; 0.354358 ; 0.0555397
org::eclipse::pde::internal::ui::tests::macro::ChoiceSelectionCommand;0;862.288; 0.0117802 ; 0.0211969 ; 0.226977 ; 0.0375879
org::eclipse::pde::internal::ui::templates::osgi::HelloOSGiServiceTemplate;0;156.044; 0.00498835 ; 0.00803114 ; 0.0525856 ; 0.0247077
org::eclipse::pde::internal::ui::util::ImageOverlayIcon;0;641.569; 0.00272559 ; 0.0163241 ; 0.169334 ; 0.0343568
org::eclipse::pde::internal::ui::editor::OrientableBlock;0;176.682;1.50E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::core::plugin::PluginHandler;0;136.128; 0.0217375 ; 0.0316108 ; 0.35577 ; 0.0432797
org::eclipse::pde::internal::ui::refactoring::MovedTextFileChange;0;477.591; 0.00803778 ; 0.019997 ; 0.149787 ; 0.0500988
org::eclipse::pde::internal::ui::tests::macro::MacroIndex;0;310.486; 0.00460232 ; 0.0110853 ; 0.0903881 ; 0.0309701
org::eclipse::pde::internal::ui::wizards::exports::CrossPlatformExportPage;0;77.065; 0.0287269 ; 0.0233066 ; 0.212698 ; 0.0589568
org::eclipse::pde::internal::runtime::registry::RegistryBrowser;0;0;0;0;0;0
org::eclipse::pde::internal::ui::editor::plugin::ExtensionHyperLink;0;290.397; 0.00396163 ; 0.0120073 ; 0.0895433 ; 0.0342557
org::eclipse::pde::internal::core::schema::BaseSchemaHandler;0;312.148; 0.00329041 ; 0.0120852 ; 0.0945425 ; 0.0315916
org::eclipse::pde::internal::ui::preferences::TargetSourceTab;1;196.298; 0.0990434 ; 0.0665464 ; 0.568623 ; 0.147024
org::eclipse::pde::internal::core::site::VersionableObject;0;723.217; 0.00356231 ; 0.0167878 ; 0.186578 ; 0.0314739
org::eclipse::pde::internal::ui::editor::cheatsheet::CSAbstractSubDetails;0;176.682;4.99E+00; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSAddSubStepAction;0;877.144; 0.048885 ; 0.0272046 ; 0.249935 ; 0.0489358
org::eclipse::pde::internal::ui::launcher::LaunchPluginValidator;3;230.493; 0.146628 ; 0.0673603 ; 0.637645 ; 0.13037
org::eclipse::pde::internal::ui::build::BaseBuildAction;1;173.959; 0.0646069 ; 0.0838467 ; 0.550306 ; 0.14765
org::eclipse::pde::internal::ui::tests::macro::MacroCommandShell;0;694.415; 0.0216451 ; 0.0155298 ; 0.176464 ; 0.0310574
org::eclipse::pde::internal::ui::SWTFactory;2;142.715; 0.00518667 ; 0.0136159 ; 0.0607108 ; 0.0552336
org::eclipse::pde::internal::ui::editor::schema::SchemaAttributeDetails;1; 20.29 ; 0.185114 ; 0.0511894 ; 0.544254 ; 0.0713045
org::eclipse::pde::internal::ui::launcher::LauncherUtils;2;312.801; 0.321151 ; 0.074687 ; 0.820523 ; 0.113891
org::eclipse::pde::internal::ui::correction::CreateClassXMLResolution;0;915.622; 0.0276673 ; 0.0284323 ; 0.260371 ; 0.0537435
org::eclipse::pde::internal::ui::util::FileNameFilter;0;48.313; 0.010288 ; 0.0136123 ; 0.130281 ; 0.0339931
org::eclipse::pde::internal::ui::wizards::cheatsheet::RegisterCSOperation;0;683.071; 0.0234099 ; 0.0247524 ; 0.204273 ; 0.0534494
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSEditor;0;102.283; 0.0276174 ; 0.0323701 ; 0.293581 ; 0.0584108
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpBlock;0;139.536; 0.00971457 ; 0.0164715 ; 0.0652651 ; 0.0659895
org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewPage;0;728.484; 0.0723867 ; 0.0260172 ; 0.21678 ; 0.0555868
org::eclipse::pde::internal::ui::editor::plugin::LibraryVisibilitySection;0;16.789; 0.109524 ; 0.0376663 ; 0.434841 ; 0.048534
org::eclipse::pde::internal::ui::editor::site::SiteSourcePage;0;923.472; 0.0104671 ; 0.0220921 ; 0.241801 ; 0.0367513
org::eclipse::pde::ui::launcher::PluginJUnitMainTab;0;72.298; 0.0164681 ; 0.0611215 ; 0.28347 ; 0.178824
org::eclipse::pde::internal::ui::launcher::PluginStatusDialog;0;153.807; 0.0832302 ; 0.0492056 ; 0.428461 ; 0.121265
org::eclipse::pde::internal::ui::editor::plugin::ExtensionsPage;0;209.156; 0.05088 ; 0.0445965 ; 0.533881 ; 0.0549902
org::eclipse::pde::internal::core::text::plugin::PluginParentNode;0;72.288; 0.0115544 ; 0.0204843 ; 0.198684 ; 0.0403961
org::eclipse::pde::internal::ui::editor::schema::SchemaRearranger;0;802.724; 0.0205919 ; 0.0214236 ; 0.216466 ; 0.041053
org::eclipse::pde::internal::ui::launcher::LaunchValidationOperation;0;383.668; 0.00408396 ; 0.0154103 ; 0.118227 ; 0.0385881
org::eclipse::pde::internal::core::text::bundle::PackageFriend;0;641.247; 0.0134787 ; 0.0205318 ; 0.18365 ; 0.0415669
org::eclipse::pde::internal::ui::editor::plugin::DependencyPropertiesDialog;0;169.705; 0.25337 ; 0.0424086 ; 0.450077 ; 0.0720121
org::eclipse::pde::internal::core::feature::FeatureFactory;0;642.599; 0.00823229 ; 0.0158461 ; 0.168539 ; 0.0313813
org::eclipse::pde::internal::core::MinimalState;3;299.939; 0.210493 ; 0.0787387 ; 0.803194 ; 0.142929
org::eclipse::pde::internal::core::cheatsheet::comp::CompCSTask;0;300.782; 0.00957733 ; 0.0121052 ; 0.0924599 ; 0.0319177
org::eclipse::pde::internal::core::product::WorkspaceProductModel;2;119.584; 0.0222243 ; 0.0363843 ; 0.331568 ; 0.0835176
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSInputContextManager;0;0;0;0;0;0
org::eclipse::pde::internal::ui::templates::ide::BuilderNewWizard;0;156.044;3.33E+01; 0.00803114 ; 0.0525856 ; 0.0247077
org::eclipse::pde::internal::core::plugin::AbstractExtensions;0;184.852; 0.10781 ; 0.0478039 ; 0.49561 ; 0.0817115
org::eclipse::pde::internal::ui::editor::schema::SchemaFormPage;1;192.402; 0.0861538 ; 0.0490894 ; 0.513978 ; 0.0810609
org::eclipse::pde::internal::ui::wizards::provisioner::update::UpdateSiteProvisionerDialog;0;456.477; 0.00195808 ; 0.0178404 ; 0.139575 ; 0.042931
org::eclipse::pde::internal::ui::editor::toc::details::TocDetails;0;502.919; 0.0679795 ; 0.0210204 ; 0.157739 ; 0.0521834
org::eclipse::pde::internal::ui::tests::macro::Macro;0;418.914; 0.00819525 ; 0.0123097 ; 0.11457 ; 0.0309872
org::eclipse::pde::internal::core::text::AbstractTextChangeListener;0;317.625; 0.0116641 ; 0.0117563 ; 0.0943806 ; 0.0311753
org::eclipse::pde::internal::ui::parts::CheckboxTablePart;0;747.927; 0.00479464 ; 0.0178894 ; 0.194515 ; 0.0345277
org::eclipse::pde::internal::core::text::bundle::CompositeManifestHeader;0;113.454; 0.0654996 ; 0.0307019 ; 0.309686 ; 0.0500978
org::eclipse::pde::internal::ui::editor::feature::RequiresSection;0;171.453; 0.123153 ; 0.0387393 ; 0.444446 ; 0.0511211
org::eclipse::pde::internal::ui::editor::plugin::ManifestEditor;0;361.864; 0.28815 ; 0.0781505 ; 0.926008 ; 0.101493
org::eclipse::pde::internal::ui::preferences::TabFolderLayout;0;311.166; 0.00915069 ; 0.0118911 ; 0.0928682 ; 0.0340114
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSContentProvider;0;313.086; 0.00140482 ; 0.012647 ; 0.0959915 ; 0.034646
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSTaskDetails;0;123.564; 0.180108 ; 0.0359347 ; 0.346518 ; 0.0550598
org::eclipse::pde::internal::ui::util::SharedLabelProvider;0;147.298; 0.0586856 ; 0.0374549 ; 0.392315 ; 0.0657509
org::eclipse::pde::internal::core::product::Product;3;236.105; 0.188985 ; 0.0592699 ; 0.619785 ; 0.114436
org::eclipse::pde::internal::core::schema::SchemaRootElement;0;807.975; 0.0259589 ; 0.0301888 ; 0.236319 ; 0.0867035
org::eclipse::pde::internal::ui::wizards::provisioner::update::UpdateSiteProvisionerEntry;0;0;0;0;0;0
org::eclipse::pde::internal::ui::editor::feature::FeatureAdvancedPage;0;106.096; 0.0302709 ; 0.0247821 ; 0.274838 ; 0.0426379
org::eclipse::pde::internal::ui::util::PluginWorkingSet;1;179.064; 0.0610224 ; 0.0374867 ; 0.454358 ; 0.046823
org::eclipse::pde::internal::ui::views::plugins::JavaSearchActionGroup;0;608.326; 0.0147983 ; 0.0208297 ; 0.178371 ; 0.0433258
org::eclipse::pde::internal::ui::editor::toc::TocSourcePage;0;441.258; 0.021183 ; 0.0185832 ; 0.138856 ; 0.0463837
org::eclipse::pde::internal::ui::editor::toc::actions::TocAddAnchorAction;0;433.338; 0.010707 ; 0.0185353 ; 0.13686 ; 0.0475072
org::eclipse::pde::internal::core::text::toc::TocDocumentHandler;0;441.258; 0.0140735 ; 0.0185832 ; 0.138856 ; 0.0463837
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpFormOutlinePage;0;0;0;0;0;0
org::eclipse::pde::internal::core::text::bundle::BundleModelFactory;0;631.552; 0.0183289 ; 0.0216623 ; 0.183292 ; 0.0527643
org::eclipse::pde::internal::ui::editor::feature::FeatureEditorContributor;0;679.305; 0.00881137 ; 0.0191719 ; 0.185277 ; 0.0404867
org::eclipse::pde::internal::ui::nls::ModelChange;0;970.651; 0.0396649 ; 0.0222391 ; 0.251458 ; 0.035488
org::eclipse::pde::internal::core::PDECoreMessages;6;358.788; 0.0959055 ; 0.199176 ;499.501; 0.400336
org::eclipse::pde::internal::ui::wizards::feature::PluginListPage;0;134.381; 0.0569865 ; 0.0614036 ; 0.41057 ; 0.131413
org::eclipse::pde::internal::core::plugin::WorkspaceFragmentModel;0;997.572; 0.00342991 ; 0.0264423 ; 0.268533 ; 0.0491907
org::eclipse::pde::internal::core::builders::UpdateSiteBuilder;1;419.546; 0.00124767 ; 0.0135242 ; 0.119524 ; 0.0315169
org::eclipse::pde::internal::core::product::SplashInfo;0;126.913; 0.095102 ; 0.0302997 ; 0.333497 ; 0.0446214
org::eclipse::pde::internal::ui::editor::site::MirrorsSection;0;95.467; 0.0137255 ; 0.0237783 ; 0.251988 ; 0.0426502
org::eclipse::pde::internal::ui::editor::text::PackageHyperlink;0;599.576; 0.00693483 ; 0.0208205 ; 0.176426 ; 0.0445658
org::eclipse::pde::internal::ui::wizards::product::UpdateSplashHandlerAction;0;176.682; 0.007707 ; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::editor::text::ColorManager;0;122.832; 0.0302827 ; 0.0331938 ; 0.330444 ; 0.0699515
org::eclipse::pde::internal::core::SourceLocation;0;990.134; 0.0087528 ; 0.0243592 ; 0.259 ; 0.0494578
org::eclipse::pde::internal::ui::wizards::tools::UpdateBuildpathWizardPage;0;933.423; 0.00731166 ; 0.02078 ; 0.238731 ; 0.0353663
org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentQuery;0;995.198; 0.0102309 ; 0.0204285 ; 0.248675 ; 0.0344336
org::eclipse::pde::internal::ui::wizards::tools::UpdateClasspathJob;0;123.495; 0.00915739 ; 0.0289569 ; 0.317897 ; 0.0591609
org::eclipse::pde::internal::ui::wizards::plugin::LibraryPluginJarsPage;0;989.425; 0.0436281 ; 0.0379087 ; 0.287869 ; 0.114415
org::eclipse::pde::internal::ui::wizards::exports::ExportDestinationTab;1;443.166; 0.053021 ; 0.0140646 ; 0.125048 ; 0.0342961
org::eclipse::pde::internal::ui::editor::product::ProductEditorContributor;0;563.928; 0.00224195 ; 0.0146382 ; 0.14874 ; 0.0340518
org::eclipse::pde::internal::ui::editor::feature::FeatureReferencePage;0;107.325; 0.0238668 ; 0.0258437 ; 0.281121 ; 0.0432243
org::eclipse::pde::internal::core::feature::FeatureImport;0;145.908; 0.0374299 ; 0.0329215 ; 0.376646 ; 0.0479813
org::eclipse::pde::internal::ui::wizards::cheatsheet::RegisterCSWizard;0;297.312; 0.00453716 ; 0.0125834 ; 0.09279 ; 0.0349721
org::eclipse::pde::internal::ui::refactoring::FileRenameParticipant;0;297.312; 0.00277762 ; 0.0125834 ; 0.09279 ; 0.0349721
org::eclipse::pde::internal::core::PluginModelDelta;0;953.614; 0.00359939 ; 0.0240924 ; 0.25412 ; 0.039735
org::eclipse::pde::internal::ui::correction::RemoveInternalDirectiveEntryResolution;0;291.017; 0.00211893 ; 0.0118952 ; 0.0892507 ; 0.0341478
org::eclipse::pde::internal::ui::editor::toc::TocDragAdapter;0;433.338; 0.0202006 ; 0.0185353 ; 0.13686 ; 0.0475072
org::eclipse::pde::internal::ui::util::TextUtil;0;336.633; 0.00164126 ; 0.0148684 ; 0.107253 ; 0.0401211
org::eclipse::pde::internal::ui::refactoring::RefactoringActionFactory;0;305.459; 0.00514939 ; 0.0158218 ; 0.103073 ; 0.0489416
org::eclipse::pde::internal::ui::editor::target::OverviewPage;0;145.859; 0.0256083 ; 0.0381953 ; 0.394849 ; 0.057889
org::eclipse::pde::internal::ui::views::dependencies::CallersTreeContentProvider;0;318.918; 0.0109568 ; 0.0137916 ; 0.100676 ; 0.0372775
org::eclipse::pde::internal::ui::templates::ide::PreferencePageTemplate;0;284.822; 0.011072 ; 0.0137564 ; 0.0939435 ; 0.0397209
org::eclipse::pde::internal::ui::wizards::tools::ConvertJarsAction;0;26.367; 0.00113474 ; 0.0146749 ; 0.0912533 ; 0.0483074
org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpContextDetails;0;0;0;0;0;0
org::eclipse::pde::internal::ui::editor::PDESourcePage;2;282.531; 0.319564 ; 0.0926766 ; 0.799906 ; 0.193841
org::eclipse::pde::internal::ui::editor::site::SynchronizePropertiesWizardPage;0;756.943; 0.0132363 ; 0.019991 ; 0.201354 ; 0.0439551
org::eclipse::pde::internal::core::builders::ExtensionsErrorReporter;0;251.717; 0.119315 ; 0.0893426 ; 0.736829 ; 0.208576
org::eclipse::pde::internal::ui::editor::site::SiteOutlinePage;0;738.689; 0.00317731 ; 0.0189017 ; 0.196374 ; 0.0359179
org::eclipse::pde::internal::core::text::bundle::PackageObject;0;109.347; 0.0407368 ; 0.0278306 ; 0.29316 ; 0.0427283
org::eclipse::pde::internal::ui::templates::rcp::HelloNonUIRCPTemplate;0;284.822; 0.011072 ; 0.0137564 ; 0.0939435 ; 0.0397209
org::eclipse::pde::internal::ui::util::FileValidator;0;641.569; 0.00412431 ; 0.0163241 ; 0.169334 ; 0.0343568
org::eclipse::pde::internal::ui::templates::ide::CommonNavigatorTemplate;0;0;0;0;0;0
org::eclipse::pde::internal::ui::util::ModelModification;0;684.217; 0.0307902 ; 0.0186668 ; 0.186014 ; 0.0355578
org::eclipse::pde::internal::ui::views::dependencies::HistoryDropDownAction;0;176.682;2.49E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::core::cheatsheet::comp::CompCSTaskObject;0;734.746; 0.0106187 ; 0.0255082 ; 0.216974 ; 0.0520032
org::eclipse::pde::internal::ui::launcher::AbstractPluginBlock;5;240.899; 0.318937 ; 0.0866316 ; 0.701512 ; 0.193329
org::eclipse::pde::internal::core::text::plugin::PluginDocumentNodeFactory;0;958.427; 0.0670502 ; 0.0282715 ; 0.268476 ; 0.0501224
org::eclipse::pde::internal::core::text::toc::TocObject;0;563.729; 0.0648981 ; 0.0233864 ; 0.176667 ; 0.0569569
org::eclipse::pde::internal::ui::editor::plugin::PluginInputContextManager;0;641.569; 0.00703886 ; 0.0163241 ; 0.169334 ; 0.0343568
org::eclipse::pde::internal::ui::editor::product::SplashConfigurationSection;1;538.037; 0.0783064 ; 0.0218424 ; 0.167073 ; 0.0527928
org::eclipse::pde::internal::ui::build::BuildSiteAction;0;112.074; 0.031029 ; 0.0241802 ; 0.284853 ; 0.0378972
org::eclipse::pde::internal::ui::editor::target::TargetInputContextManager;0;176.682;7.48E+00; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::runtime::spy::sections::ActiveHelpSection;0;639.356; 0.0986146 ; 0.0363528 ; 0.221531 ; 0.117278
org::eclipse::pde::internal::ui::editor::cheatsheet::CSAbstractEditor;0;31.764; 0.0014136 ; 0.0152252 ; 0.104249 ; 0.0439061
org::eclipse::pde::internal::ui::editor::plugin::rows::ReferenceAttributeRow;0;175.389; 0.0250811 ; 0.0382495 ; 0.450224 ; 0.0490216
org::eclipse::pde::ui::launcher::JUnitTabGroup;0;628.027; 0.00673955 ; 0.0210162 ; 0.182725 ; 0.0430971
